ID Produit;name;Catégorie;Sous-catégorie ;Description;Taille ( inch );Taille ( cm );Couleur;Composition;Forme;Poids;Photos;# Fournisseur;# Emballage;Prix unitaire;Prix grossiste;Prix special;Prix internet;Observations
6,04006E+12;Iron Star   ;Lighting;Ceiling Lamps;handmade by skilled Moroccan Artisans. Iron Star lamp. Its intricate design offers magical glow and artistic pattern reflection to any space.;"114,3 inch x139,7 inch x 139,7 inch 
Weight : 10,716916 lb ";"60cm*55cm*55cm
";;Copper;;4kg;;;;;;;475,00$;
6,04006E+12;Elfin;Lighting;Ceiling Lamps;Handmade by Skilled Artisans. Frosty glass ceiling lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"76,2 inch x 53,34 inch x 53,34 inch 
Weight :  2,679229 lb ";"Taille : 30cm*21cm*21cm   
       ";;Copper;;1kg;;;;;;;225,00$;
6,04006E+12;Flower;Lighting;Ceiling Lamps;Handmade by Skilled Artisans. Frosty glass and Metal hanging lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"83,82 inch x 106,68 inch x 106,68 inch 
Weight :  2,679229 lb ";"Taille : 33cm*42cm*42cm  
                                                              
                ";;Copper;;1kg;;;;;;;295,00$;
6,04006E+12;Frosted ;Lighting;Ceiling Lamps;Handmade by skilled Moroccan Artisans. Frosty glass and dark metal lamp with intricate carving;"76,2 inch x 40,64 inch x 40,64 inch 
Weight :  2,679229 lb ";"Taille : 30cm*16cm*16cm
";;Copper;;1kg;;;;;;;250,00$;
6,04006E+12;Desert ;Lighting;Ceiling Lamps;Handmade by Skilled Artisans. Arabesque silver ceiling hanging lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"127 inch x 76,2 inch x76,2 inch 
Weight : 1,339614 lb ";"  Taille : 50cm*30cm*30cm  
               ";;Silver;;0,5kg;;;;;;;425,00$;
6,04006E+12;Eco ;Lighting;Ceiling Lamps;Handmade by Skilled Artisans. Frosty glass and metal ceiling lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"101,6 inch x 40,64 inch x40,64 inch 
Weight :  2,679229 lb ";"Taille : 40cm*16cm*16cm  
                                                               ";;Copper;;1kg;;;;;;;425,00$;
6,04006E+12;Diamond ;Lighting;Ceiling Lamps;"Handmade by Skilled Moroccan Artisans. beautifully designed and carved; intricate designs and colors offer exotic glow to any space.";"121,92 inch x 63,5 inch x 63,5 inch 
Weight : 5,358458 lb ";"Taille : 48cm*25cm*25cm
";;Copper;;2kg;;;;;;;275,00$;
6,04006E+12;Castle ;Lighting;Ceiling Lamps;Handmade by Skilled Artisans. Metal ceiling lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"88,9 inch x 76,2 inch x 76,2 inch 
Weight :  1,339614 lb ";"  Taille : 35cm*30cm*30cm
            ";;Copper;;0,5kg;;;;;;;375,00$;
6,04006E+12;Cone;Lighting;Ceiling Lamps;Handmade by Skilled Artisans. Brass hanging lamp with intricate design that offers warm and exotic glow and reflect art work to any space.;"71,12 inch x 58,42 inch x 58,42 inch 
Weight :  2,679229 lb 
";"Taille : 28cm*23cm*23cm
                                            ";;Brass;;1kg;;;;;;;250,00$;
6,04006E+12;Cotton;Lighting;Ceiling Lamps;;"114,3 inch x 50,8 inch x 50,8 inch 
Weight : 2,679229 lb";"Taille : 45cm*20cm*20cm
";;Copper, woot;;1kg;;;;;;;;Ces produits existent uniquement sur le catalogue DFT
6,04006E+12;Azur ;Lighting;Ceiling Lamps;Moroccan Azur Ceiling Lamp;"114,3 inch x 50,8 inch x 50,8 inch 
Weight : 2,679229 lb";"Taille : 40cm*20cm*20cm       
           ";;Copper;;1kg;;;;;;;225,00$;
6,04006E+12;Arabian;Lighting;Ceiling Lamps;Handmade by skilled Artisans. Arabian blue and green glass and metal ceiling lamp with intricate motifs that offer warm and exotic glow and reflect art work to the room.;"228,6 inch x 96,52 inch x 96,52 inch 
Weight : 8,037687 lb
";"Taille : 90cm*38cm*38cm
              ";;Copper;;3kg;;;;;;;450,00$;
6,04006E+12;Arabesque;Lighting;Ceiling Lamps;Handmade by Skilled Artisans.Multicolor glass and Metal hanging lamp with intricate design that offers warm and exotic glow and reflect art work to any space.;"165,1 inch x 76,2 inch x 76,2 inch 
Weight : 6,6980725 lb
";"Taille : 65cm*30cm*30cm
                       ";;Copper;;2,5kg;;;;;;;425,00$;
6,04006E+12;Blue  ;Lighting;Ceiling Lamps;Moroccan Blue Lantern Lamp;"152,4 inch x 63,5 inch x 63,5 inch 
Weight : 6,6980725 lb
";"Taille : 60cm*25cm*25cm
";;Copper;;2,5kg;;;;;;;550,00$;
6,04006E+12;Bayda ;Lighting;Ceiling Lamps;Handmade by Skilled Artisans. Frosty style glass and Metal hanging lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"76,2 inch x 50,8 inch x 50,8 inch 
Weight : 2,679229 lb";"Taille : 30cm*20cm*20cm
                   ";;Copper;;1kg;;;;;;;235,00$;
6,04006E+12;Basha;Lighting;Ceiling Lamps;Handmade by skilled artisans from Morocco. Basha pierced metal ceiling lamp.;"177,8 inch x 96,52 inch x 96,52 inch 
Weight : 8,037687 lb";"Taille : 70cm*38cm*38cm
";;Copper;;3kg;;;;;;;495,00$;
6,04006E+12;Alhambra;Lighting;Ceiling Lamps;Handmade by Skilled Artisans Arabesque red glass ceiling lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"101,6 inch x 60,96 inch x 60,96 inch 
 Weight :1,339614 lb ";"Taille : 40cm*24cm*24cm
";;Copper;;0,5kg;;;;;;;450,00$;
6,04006E+12;Amira;Lighting;Ceiling Lamps;Handmade by Skilled Moroccan Artisans.Clear glass and Metal hanging lamp with intricate design that offers warm and exotic glow and reflect art work to any space;"127 inch x 50,8 inch x 50,8 inch 
Weight : 2,679229 lb";"Taille : 50cm*20cm*20cm
          ";;Copper;;1kg;;;;;;;250,00$;
6,04006E+12;Andalucia;Lighting;Ceiling Lamps;Handmade by Skilled Artisans.Blue glass and Metal hanging lamp with intricate design that offers warm and exotic glow and reflect art work to any space.;"139,7 inch x 76,2 inch x 76,2 inch 
 Weight : 5,358458 lb ";"Taille : 55cm*30cm*30cm
            ";;Copper;;2kg;;;;;;;;
6,04006E+12;Color Flower;Lighting;Ceiling Lamps;;"83,82 inch x 106,68 inch x 106,68 inch 
Weight :  2,679229 lb ";"Taille : 33cm*42cm*42cm
Poids : 1 kg";;Copper;;1kg;;;;;;;;Ces produits existent uniquement sur le catalogue DFT
6,04009E+12;Arabesque Green;Lighting;Lanterns;Arabesque glass green and metal ceiling lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"165,1 inch x 88,9 inch x88,9 inch 
Weight : 8,037687 lb ";"65cm*35cm*35cm
";;Copper;;3kg;;;;;;;495,00$;
6,04009E+12;Arabesque Amber;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan.Arabesque glass Amber and metal ceiling lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"165,1 inch x 88,9 inch x88,9 inch 
Weight : 8,037687 lb ";"65cm*35cm*35cm
";;Copper;;3kg;;;;;;;495,00$;
6,04009E+12;Moorish;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Arabesque glass and metal ceiling lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"269,24 inch x 111,76 inchx 111,76 inch
Weight : 15,432358";"106cm*44cm*44cm
";;Copper;;7kg;;;;;;;1250,00$;
6,04009E+12;Moorish Brass;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans.Arabesque glass and brass ceiling lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"269,24 inch x 111,76 inchx 111,76 inch
Weight : 15,432358";"106cm*44cm*44cm
";;Copper;;7kg;;;;;;;1500,00$;
6,04009E+12;Blue;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Silver Arabesque style Lantern with Red and White Carved glass and metal. Intricate design.;"147,32 inch x 63,5 inch x 63,5 inch 
Weight : 6,6980725 lb";"Taille : 58cm*25cm*25cm
";;Brass;;2,5kg;;;;;;;;
6,04009E+12;Feda;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Arabesque style glass red lantern.;"147,32 inch x 81,28 inch x 81,28 inch 
Weight : 8,037687 lb";"Taille : 58cm*32cm*32cm
";;Silver;;3kg;;;;;;;425,00$;
6,04009E+12;Jardin;Lighting;Lanterns;Handmade by  Moroccan skilled artisans. Arabesque colored glass lamp in Amber with intricate design that offers warm and exotic glow and reflect art work to any space.;"147,32 inch x 63,5 inch x 63,5 inch 
Weight : 6,6980725 lb";"Taille : 58cm*25cm*25cm
";;Copper;;2,5kg;;;;;;;425,00$;
6,04009E+12;Manara;Lighting;Lanterns;Handmade by  Moroccan skilled artisans. Arabesque colored glass lamp in Amber with intricate design that offers warm and exotic glow and reflect art work to any space.;"254 inch x 99,06 inch x 99,06 inch 
Weight : 8,037687 lb";"Taille : 100cm*39cm*39cm
";;Copper;;3kg;;;;;;;550,00$;
6,04009E+12;Farha;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan.Exotic Moorish style multicolor glass lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"127 inch x 45,72 inch x 45,72 inch 
Weight : 2,679229 lb";"50cm x18cm x18cm
";;Copper;;1kg;;;;;;;395,00$;
6,04009E+12;Farha;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan.Exotic Moorish style multicolor glass lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"154,94 inch x 60,96 inch x 60,96 inch
Weight : 2,679229 lb ";"61cmx 24cmx 24cm 
";;Copper;;1kg;;;;;;;Manque le prix des autres tailles sur le site;
6,04009E+12;Farha;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan.Exotic Moorish style multicolor glass lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"175,26 inch x 68,58 inch x 68,58 inch 
Weight : 10,716916 lb ";"69cmx 27cmx 27cm 
";;Copper;;4kg;;;;;;;;
6,04009E+12;Farha;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan.Exotic Moorish style multicolor glass lamp with intricate design that offer warm and exotic glow and reflect art work to any space.;"198,12 inch x 71,12 inch x 71,12 inch 
Weight : 16,075373";"78cmx 28cmx 28cm
";;Copper;;6kg;;;;;;;;
6,04009E+12;Aladin;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan.Aladin style multicolor glass lamp with intricate design that offer warm and exotic glow and reflect art work to any space;"99,06 inch x 40,64 inch x 40,64 inch 
Weight : 1,339614 lb ";"39cmx 16cmx 16cm 
";;Copper;;0,5kg;;;;;;;125,00$;
6,04009E+12;Aladin;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan.Aladin style multicolor glass lamp with intricate design that offer warm and exotic glow and reflect art work to any space;"119,38 inch x  48,26 inch x 48,26 inch 
Weight : 2,679229 lb
";"47cmx 19cmx 19cm
";;Copper;;1kg;;;;;;;Manque le prix des autres tailles sur le site;
6,04009E+12;Aladin;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan.Aladin style multicolor glass lamp with intricate design that offer warm and exotic glow and reflect art work to any space;"127 inch x 50,8 inch x 50,8 inch 
Weight : 5,358458 lb ";"50cmx20cmx20cm 
";;Copper;;2kg;;;;;;;;
6,04009E+12;Pool;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan. multicolor glass lamp with intricate design that offer warm Â and exotic glow and reflect art work to any space;"81,28 inch x 45,72 inch x  45,72 inch
Weight : 2,679229 lb ";"32cm x 18cm x 18cm 
";;Copper, woot;;1kg;;;;;;;125,00$;
6,04009E+12;Pool;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan. multicolor glass lamp with intricate design that offer warm Â and exotic glow and reflect art work to any space;"96,52 inch x 55,88 inch x  55,88 inch 
Weight :4,018843 lb";"38cmx 22cmx 22cm 
";;Copper, woot;;1,5kg;;;;;;;175,00$;
6,04009E+12;Pool;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan. multicolor glass lamp with intricate design that offer warm Â and exotic glow and reflect art work to any space;"106,68 inch x 68,58 inch x 68,58 inch 
Weight : 5,358458 lb ";"42cmx 27cmx 27cm
";;Copper, woot;;2kg;;;;;;;225,00$;
6,04009E+12;Pool;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan. multicolor glass lamp with intricate design that offer warm Â and exotic glow and reflect art work to any space;"132,08 inch x 71,12 inch x 71,12 inch 
Weight : 6,698072 lb ";"52cmx 28cmx 28cm
";;Copper, woot;;2,5kg;;;;;;;275,00$;
6,04009E+12;Pool;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan. multicolor glass lamp with intricate design that offer warm Â and exotic glow and reflect art work to any space;"190,5 inch x 71,12 inch x 71,12 inch 
Weight : 6,698072 lb ";"75cmx 28cmx28cm
";;Copper, woot;;2,5kg;;;;;;;325,00$;
6,04009E+12;Sahara;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;" 86,36  inch x 25,4 inch x 25,4 inch 
Weight : 1,339614 lb ";"34cmx 10cmx 10cm
";;Copper;;0,5kg;;;;;;;75,00$;
6,04009E+12;Sahara;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;"139,7 inch x 43,18 inch x 43,18 inch 
Weight :  4,018843 lb";"55cm x 17cm x 17cm 
";;Copper;;1,5kg;;;;;;;95,00$;
6,04009E+12;Sahara;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;"203,2 inch x 63,5 inch x 63,5 inch 
Weight : 6,698072 lb ";"80cmx 25cmx 25cm 
";;Copper;;2,5kg;;;;;;;125,00$;
6,04009E+12;Koutoubia;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;"76,2 inch x 30,48 inch x 30,48 inch
Weight : 1,339614 lb";"30cm x 12cm x12cm 
";;Copper;;0,5kg;;;;;;;75,00$;
6,04009E+12;Koutoubia;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;"101,6 inch x  38,1 inch x 38,1 inch 
Weight : 4,018843 lb ";"40cm x 15cm x15cm 
";;Copper;;1,5kg;;;;;;;125,00$;
6,04009E+12;Koutoubia;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;"114,3 inch x 63,5 inch x 63,5 inch 
Weight : 7,501841 lb ";"60cm x 25cmx 25cm
";;Copper;;2,8kg;;;;;;;225,00$;
6,04009E+12;Koutoubia;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;"228,6 inch x 76,2 inch x 76,2 inch 
Weight : 9,377301 lb ";"90cmx30cmx30cm
";;Copper;;3,5kg;;;;;;;375,00$;
6,0401E+12;Jardin;Lighting;Sconces;Handmade by  Moroccan skilled artisans. Metal sconce with intricate design that offers warm and exotic glow and reflect art work to any space.;"64,77 inch x 59,69 inch x 27,94 inch
Weight :  1,339614 lb ";"25,5cmx23,5cmx11cm
";;Copper;;0,5kg;;;;;;;95,00$;
6,0401E+12;Petit;Lighting;Sconces;Handmade by Moroccan skilled artisans. Metal sconce with intricate design that offers warm and exotic glow and reflect art work to any space.;"68,58 inch x 38,1 inch x  17,78 inch 
Weight :  1,339614 lb ";"27cmx15cmx7cm
";;Copper;;0,5kg;;;;;;;125,00$;
6,0401E+12;Silver;Lighting;Sconces;Handmade by Moroccan skilled artisans. Silver sconce with intricate design that offers warm and exotic glow and reflect art work to any space;"64,77 inch x 57,912 inch x 25,4 inch
Weight :  1,339614 lb ";"25,5cmx22,8cmx10cm
";;Silver;;0,5kg;;;;;;;125,00$;
6,0401E+12;Aladin;Lighting;Sconces;Handmade by Moroccan skilled artisans. Metal sconce with intricate design that offers warm and exotic glow and reflect art work to any space.;"71,12 inch x 68,58 inch x 30,48 inch 
Weight : 1,339614 lb";"28cmx27cmx12cm
";;Copper;;0,5kg;;;;;;;95,00$;
6,0401E+12;Amira;Lighting;Sconces;Handmade by Moroccan skilled artisans. Metal sconce with intricate design that offers warm and exotic glow and reflect art work to any space.;"76,2 inch x 43,18 inch x 22,86 inch
Weight : 1,339614 lb";"30cmx17cmx9cm
";;Copper;;0,5kg;;;;;;;125,00$;
6,0401E+12;Darna;Lighting;Sconces;Handmade by Moroccan skilled artisans. Metal sconce with intricate design that offers warm and exotic glow and reflect art work to any space.;"109,22 inch x 53,34 inch x 30,48 inch 
Weight : 2,679229 lb ";"43cmx21cmx12cm
poids:1kg";;Copper;;;;;;;;;75,00$;
6,0401E+12;Arabesque;Lighting;Sconces;Handmade by Moroccan skilled artisans. Metal sconce with intricate design that offers warm and exotic glow and reflect art work to any space.;"109,22 inch x 53,34 inch x 30,48 inch 
Weight : 2,679229 lb ";"43cmx21cmx12cm
poids:1kg";;Copper;;;;;;;;;75,00$;
6,0401E+12;Tewel;Lighting;Sconces;Handmade by  Moroccan skilled artisans. Brass and frosty glass sconce with intricate design that offers warm and exotic glow and reflect art work to any space.;"167,64 inch x 50,8 inch x 25,4 inch 
Weight : 1,339614 lb ";"66cmx20cmx10cm
Poids:0,5kg";;Brass;;;;;;;;;275,00$;
6,0401E+12;Palace;Lighting;Sconces;Handmade by Moroccan skilled artisans. Metal sconce with intricate design that offers warm and exotic glow and reflect art work to any space.;"177,8 inch x 58,42 inch x 38,1 inch 
Weight : 5,358458 lb";"70cmx23cmx15cm
Poids: 2kg";;Copper;;;;;;;;;155,00$;
6,0401E+12;Moorich;Lighting;Sconces;;"71,12 inch x 68,58 inch x 30,48 inch 
Weight : 1,339614 lb";"28cmx27cmx12cm
poids: 0,5kg ";;Copper;;;;;;;;;;Ces produits existent uniquement sur le catalogue DFT
6,0401E+12;Trosty;Lighting;Sconces;Handmade by Moroccan skilled artisans. Metal and frosty glass sconce with intricate design that offers warm and exotic glow and reflect art work to any space.;"71,12 inch x 35,56 inch x 17,78 inch 
Weight : 1,339614 lb";"28cmx14cmx7cm
poids:0,5kg";;Copper;;;;;;;;;135,00$;
6,05011E+12;Arabesque Clementine;Berber Furniture;Tables;Arabesque Blue Table: Add a touch of ethnic chic with this beautiful bold Arabesque table handmade by Moroccan artisans.;"101,6 inch x 88,9 inch x 88,9 inch  Weight : 6,028265 lb 
127 inch x 88,9 inch x 88,9 inch  Weight : 8,573532
152,4  inch x 88,9 inch x 88,9 inch  Weight : 10,716916

";"40cmx35cmx35cm poids:2,25kg
50cmx35cmx35cm poids:3,2kg
60cmx35cmx35cm poids:4kg";Clementine;Woot;;;;;;;;;145,00$;
6,05011E+12;Arabesque Fushia;Berber Furniture;Tables;Arabesque Blue Table: Add a touch of ethnic chic with this beautiful bold Arabesque table handmade by Moroccan artisans.;"101,6 inch x 88,9 inch x 88,9 inch  Weight : 6,028265 lb 
127 inch x 88,9 inch x 88,9 inch  Weight : 8,573532
152,4  inch x 88,9 inch x 88,9 inch  Weight : 10,716916

";"40cmx35cmx35cm poids:2,25kg
50cmx35cmx35cm poids:3,2kg
60cmx35cmx35cm poids:4kg";Fuschia;Woot;;;;;;;;;145,00$;
6,05011E+12;Arabesque Cinnamon;Berber Furniture;Tables;Arabesque Blue Table: Add a touch of ethnic chic with this beautiful bold Arabesque table handmade by Moroccan artisans.;"101,6 inch x 88,9 inch x 88,9 inch  Weight : 6,028265 lb 
127 inch x 88,9 inch x 88,9 inch  Weight : 8,573532
152,4  inch x 88,9 inch x 88,9 inch  Weight : 10,716916

";"40cmx35cmx35cm poids:2,25kg
50cmx35cmx35cm poids:3,2kg
60cmx35cmx35cm poids:4kg";Cinnamon;Woot;;;;;;;;;145,00$;
6,05011E+12;Arabesque Blue;Berber Furniture;Tables;Arabesque Blue Table: Add a touch of ethnic chic with this beautiful bold Arabesque table handmade by Moroccan artisans.;"101,6 inch x 88,9 inch x 88,9 inch  Weight : 6,028265 lb 
127 inch x 88,9 inch x 88,9 inch  Weight : 8,573532
152,4  inch x 88,9 inch x 88,9 inch  Weight : 10,716916

";"40cmx35cmx35cm poids:2,25kg
50cmx35cmx35cm poids:3,2kg
60cmx35cmx35cm poids:4kg";Blue;Woot;;;;;;;;;145,00$;
6,05011E+12;Moroccan Moorish Table;Berber Furniture;Tables;Moorish Brass Table: Add a touch of Morocco's allure with this stunning chic handmade brass table with a folding hand carved base. Because this table is handmade, therefore each table is unique and the design on the tray might vary.;"127 inch x 101,6 inch x 101,6 inch 
Weight : 14,735759 lb ";50cmx40cmx40cm poids:5,5kg;;Copper , brass;;;;;;;;;350,00$;
6,05011E+12;Moroccan Berber Petite Table:;Berber Furniture;Tables;;"127 inch x 114,3 inch x 114,3 inch 
Weight : 13,396145
";"
H:50cmx45cmx45cm, poids:5kg
";;Woot;;;;;;;;;;Ces produits existent uniquement sur le catalogue DFT
6,05011E+12;Moroccan Berber Petite Table:;Berber Furniture;Tables;;"96,52 inch x 76,2 inch x 76,2 inch 
Weight : 8,037687 lb ";"H:38cmx30cmx30cm, poids:3kg

";;Woot;;;;;;;;;;Ces produits existent uniquement sur le catalogue DFT
6,06005E+12;Arabesque;Accessories;Mirrors;Moroccan Arabesque Mirror: Arabesque style mirror brings personality, charm to any wall. Handcarved premium dark wood with touareg motifs from saharan tribes.;"431,8 inch x 228,6 inch x 12,7 inch 
Weight : 40,188433 lb";"170cmx90cmx5cm
poids:15kg";;Mirror , dark wood;;;;;;;;;1250,00$;
6,06005E+12;Berber Red;Accessories;Mirrors;add a touch of style and authenticity to your wall with this exotic bordeau mirror. Leather finish with handcarved metal and camel bone.;"292,1 inch x 228,6 inch x 12,7inch 
Weight : 19,841604 lb ";"115cmx90cmx5cm 
poids:9kg";;"Exotic bordeau
mirror. Leather finish with
handcarved metal and camel
bone.";;;;;;;;;1395,00$;
6,06005E+12;Berber Arch;Accessories;Mirrors;"Rich in Berber motifs; this beautiful detailed mirror is handcarved by artisans from Marrakesh. Sure this mirror will bring style to any wall.";"266,7 inch x 165,1 inch x 12,7 inch 
Weight :19,841604 lb";"105cmx65cmx5cm
poids:9kg";;Handmade Wooden Mirror Reversed with The Work of the Bones of Silver and Came;;;;;;;;;1150,00$;
6,06005E+12;Sahara;Accessories;Mirrors;rich berber motifs with a modern cut makes this mirror a special one. Handcaved wood mirror with silver and camel bone work.;"266,7 inch x 139,7 inch x 12,7 inch 
Weight :19,841604 lb";"105cmx55cmx5cm
poids:9kg";;Handmade Wooden Mirror Reversed with The Work of the Bones of Silver and Came;;;;;;;;;950,00$;
6,06005E+12;Oasis;Accessories;Mirrors;This varstile handcarved mirror with silver finish brings style to any wall.;"190,5 inch x 114,3 inch x  6,35 inch 
Weight : 10,716916";"75cmx45cmx2,5cm
poids:4kg";;Silver finish;;;;;;;;;1200,00$;
6,06005E+12;Arabesque Red;Accessories;Mirrors;Add a piece of art to your wall with this bright red unique handpainted mirror by artisans from Morocco.;"431,8 inch x 228,6 inch x 12,7 inch 
Weight : 40,188433 lb";"170 cmx90cmx5cm 
poids: 15kg";;Handcarved;;;;;;;;;950,00$;
6,06005E+12;Mousharabie;Accessories;Mirrors;Arabian style mirror with detailed wooden mousharabie art work handmade by artisans from Morocco.;"241,3 inch x 152,4 inch x 12,7 inch 
Weight : 21,433831";"95cmx60cmx5cm
poids:8kg";;Mirrors /wood;;;;;;;;;750,00$;
6,06005E+12;Moorish Arch Brass;Accessories;Mirrors;"Elegant; chic and sophisticated moorish style mirror. Handcaved brass finish by skilled aritisans from Morocco.";"254 inchx 152,4 inchx 12,7 inch
weight: 11,023113 LB";"100cmx60cmx5cm
poids:5kg";;Mirrors in brass ;;;;;;;;;995,00$;
6,06005E+12;Berber;Accessories;Mirrors;rich berber motifs with a modern cut makes this mirror a special one. Handcaved wood mirror with silver and camel bone work.;"266,7 inch x 139,7 inch x 12,7 inch 
Weight :11,023113 lb";"105cmx55cmx5cm
poids:5kg";;Handmade Wooden Mirror Reversed with The Work of the Bones of Silver and Came;;;;;;;;;975,00$;
6,06005E+12;Moorish Brass;Accessories;Mirrors;"Elegant; chic and sophisticated Moorish style mirror. Handcaved brass finish by skilled aritisans from Morocco.";"254 inchx 152,4 inchx 12,7 inch
weight: 11,023113 LB";"100cmx60cmx5cm
poids:5kg";;Mirrors in brass ;;;;;;;;;995,00$;
6,06005E+12;Miroirs Kasabah marocains;Accessories;Mirrors;"Elegant; sophisticated style mirror. Handcaved silver finish by skilled aritisans from Morocco.";"228,6 inch x 228,6 inch x12,7 inch 
Weight : 10,716916";"90cmx90cmx5cm
poids:4kg";;Mirrors in silver;;;;;;;;;750,00$;
6,06005E+12;Moorish Silver;Accessories;Mirrors;"Elegant; chic and sophisticated Moorish style mirror. Handcaved silver finish by skilled aritisans from Morocco.";"254 inchx 152,4 inchx 12,7 inch
weight: 11,023113 LB";"100cmx60cmx5cm
poids:5kg";;Mirrors in silver;;;;;;;;;850,00$;
6,02007E+12;palace blue;Wood;Screens;This stunning handpainted divider will make the perfect archicetural Berber addition to your space. It has three panels to be folded easily out or away or you can have them pulled apart to convert it into a stunning piece on the wall or above the bed.;439,42 inch x 393,7 inch x 6,4516 inch ;173cm x155cmx2,54cm;Blue;Woot;;;;;;;;;1100,75$;
6,02007E+12;Alhambra;Wood;Screens;This stunning handpainted divider will make the perfect archicetural Andalusian addition to your space. It has three panels to be folded easily out or away or you can have them pulled apart to convert it into a stunning piece on the wall or above the bed.;452,12 inch x 347,98 inch x 6,4516 inch ;178m x137cmx2,54cm;Red;Woot;;;;;;;;;950,00$;
6,02007E+12;Vintage room Divider;Wood;Screens;This stunning handpainted divider will make the perfect archicetural Berber addition to your space. It has three panels to be folded easily out or away or you can have them pulled apart to convert it into a stunning piece on the wall or above the bed.;452,12 inch x 309,88 inch x 6,4516 inch ;178cm x122cmx2,54cm;;Woot;;;;;;;;;1275,00$;
6,02007E+12;Nomad;Wood;Screens;This stunning handpainted divider will make the perfect archicetural Berber addition to your space. It has three panels to be folded easily out or away or you can have them pulled apart to convert it into a stunning piece on the wall or above the bed.;452,12 inch x 347,98 inch x 6,4516 inch ;178cm x137cmx2,54cm;Black;Woot;;;;;;;;;950,00$;
6,02007E+12;Berber Blue;Wood;Screens;This stunning handpainted divider with lattice work will make the perfect archicetural Andalusian addition to your space. It has three panels to be folded easily out or away or you can have them pulled apart to convert it into a stunning piece.;439,42 inch x 393,7 inch x 6,4516 inch ;173cm x155cmx2,54cm;Blue;Woot;;;;;;;;;1150,00$;
6,02007E+12;Berber Red;Wood;Screens;This stunning handpainted divider with lattice work will make the perfect archicetural Andalusian addition to your space. It has three panels to be folded easily out or away or you can have them pulled apart to convert it into a stunning piece on the wall or above the bed.;439,42 inch x 393,7 inch x 6,4516 inch ;173cm x155cmx2,54cm;Red;Woot;;;;;;;;;1150,00$;
6,04009E+12;Pool;Lighting;Lanterns;Handmade by Moroccan Skilled Artisan. multicolor glass lamp with intricate design that offer warm Â and exotic glow and reflect art work to any space;;;;Copper, woot;;;;;;;;;475,00$;Ces produits existent uniquement sur le site MP
6,04009E+12;Sahara;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;;;;Copper;;;;;;;;;225,00$;Ces produits existent uniquement sur le site MP
6,04009E+12;Sahara;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;;;;Copper;;;;;;;;;325,00$;Ces produits existent uniquement sur le site MP
6,04009E+12;Sahara;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;;;;Copper;;;;;;;;;750,00$;Ces produits existent uniquement sur le site MP
6,04009E+12;Sahara;Lighting;Lanterns;Handmade by Moroccan Skilled Artisans. Â Carved metal lantern with Intricate design.;;;;Copper;;;;;;;;;550,00$;Ces produits existent uniquement sur le site MP
